ï»¿id,income,health_cover,house,wc,phone,car,consumption
1048382,4,1,1,1,1,1,0
1048394,5,1,1,0,1,1,0
1048401,6,1,1,1,1,1,0
1048412,2,0,0,1,0,1,0
1048420,4,1,1,0,1,1,0
1048435,2,1,0,0,1,0,0
1048447,2,0,0,0,0,0,0
1048458,3,1,0,1,1,0,0
1048464,4,1,0,0,0,1,0
1048473,4,1,1,1,1,1,0
1048486,5,1,1,1,1,0,0
1048499,4,0,1,0,1,1,0
1048506,5,0,0,1,1,1,1
1048514,3,1,1,0,1,0,0
1048523,2,1,0,1,1,1,0
1048538,6,1,0,1,1,1,0
1048545,3,1,0,0,1,0,0
1048550,4,1,1,1,1,1,0
1048561,4,1,1,0,1,1,0
1048577,3,1,0,1,1,1,0
1048589,1,1,1,0,1,1,0
1048592,4,1,1,1,1,1,0
1048605,6,1,1,1,1,1,0
1048610,1,1,0,0,1,1,0
1048622,6,1,1,1,1,0,1
1048631,5,1,1,1,1,1,0
1048646,4,0,1,0,0,1,0
1048654,4,0,0,0,0,1,0
1048668,4,1,0,0,1,1,0
1048679,3,0,1,0,0,1,0
1048687,5,1,1,1,1,1,0
1048693,6,1,1,1,1,1,0
1048700,2,1,0,0,1,1,0
1048717,2,1,0,0,0,0,0
1048721,5,1,1,1,1,0,1
1048739,3,1,0,0,0,0,0
1048742,6,1,1,1,1,1,0
1048756,3,1,0,0,1,1,0
1048763,3,1,0,0,1,1,0
1048774,6,1,1,1,1,1,0
1048788,4,1,1,0,1,1,0
1048795,5,1,1,1,1,1,0
1048808,4,1,0,0,1,1,0
1048813,4,1,0,1,1,0,1
1048824,4,1,1,1,1,0,0
1048836,6,1,1,1,1,0,0
1048849,5,1,0,1,1,1,1
1048851,6,1,1,1,1,1,0
1048860,5,1,1,1,1,1,0
1048872,2,1,0,0,1,1,0
1048885,5,1,1,0,1,1,0
1048897,4,0,0,1,1,0,0
1048904,3,1,0,0,0,0,0
1048919,4,1,0,0,1,1,0
1048928,5,1,0,0,1,0,0
1048937,6,1,1,1,1,1,0
1048943,3,0,0,0,0,0,0
1048955,6,1,1,1,1,1,0
1048962,5,1,1,1,1,1,0
1048970,4,1,0,1,1,0,0
1048981,4,1,0,1,1,0,0
1048996,6,1,1,1,1,1,0
1049001,3,1,1,0,1,1,0
1049012,5,1,0,1,1,0,0
1049020,3,1,0,0,1,0,0
1049035,4,1,0,0,1,1,0
1049047,4,1,0,0,1,1,0
1049058,5,1,1,1,1,0,0
1049064,6,1,1,1,1,1,1
1049073,3,1,0,0,0,0,0
1049086,4,1,1,1,1,0,0
1049099,4,0,0,0,1,0,0
1049105,3,1,0,0,1,0,0
1049110,4,1,0,0,1,1,0
1049122,5,1,1,1,1,1,0
1049131,4,1,0,1,1,0,1
1049146,6,1,1,1,1,0,1
1049154,4,1,0,0,1,1,0
1049168,4,1,1,0,0,0,0
1049179,4,0,1,0,1,1,0
1049187,2,0,0,0,0,0,0
1049193,5,1,0,1,1,0,0
1049204,4,1,0,0,1,1,0
1049219,4,1,1,0,1,1,0
1049228,1,1,0,0,1,0,0
1049237,2,1,1,1,1,0,0
1049243,3,1,0,0,1,1,0
1049262,4,1,0,0,1,1,0
1049270,4,0,0,0,1,1,0
1049281,6,1,1,1,1,1,1
1049296,6,1,0,0,1,1,0
1049313,4,0,1,1,1,1,0
1049324,2,1,0,0,0,0,0
1049336,4,1,0,1,1,0,0
1049349,6,1,1,1,1,0,1
1049351,4,1,0,0,1,1,0
1049360,5,1,1,1,1,1,0
1049372,5,1,0,1,1,0,0
1049385,5,1,0,1,1,0,0
1049397,4,1,0,0,0,1,0
1049403,4,1,0,1,1,0,0
1049415,3,0,0,0,1,0,0
1049426,6,1,1,1,1,0,1
1049432,5,1,1,1,1,0,0
1049444,4,1,0,0,1,0,0
1049459,6,1,0,1,1,0,0
1049467,4,1,0,0,0,0,0
1049471,3,1,0,0,1,1,0
1049480,4,0,0,0,0,1,1
1049498,4,1,1,0,1,0,0
1049500,4,1,1,1,1,0,0
1049517,3,0,0,0,1,0,0
1049521,6,1,1,1,1,1,1
1049539,6,1,0,1,1,1,0
1049542,6,1,1,0,1,1,0
1049556,6,1,0,0,1,1,0
1049563,3,0,0,0,1,0,0
1049574,5,1,1,1,1,1,0
1049588,4,1,0,0,1,1,0
1049595,4,1,0,0,1,1,0
1049602,3,1,0,0,1,1,0
1049616,6,1,0,1,1,0,0
1049625,5,0,1,1,1,0,0
1049633,4,1,1,1,1,0,0
1049640,5,1,0,1,1,0,0
1049657,5,1,1,1,1,1,0
1049669,5,1,0,1,1,0,1
1049678,6,1,1,1,1,1,0
1049684,4,1,1,1,1,1,0
1049691,6,1,1,1,1,0,0
1049706,5,1,0,0,1,1,0
1049714,4,1,1,1,1,0,0
1049723,6,1,0,1,1,0,0
1049738,4,0,1,1,1,1,0
1049745,5,1,0,1,1,0,1
1049750,6,1,1,1,1,1,0
1049761,4,1,1,1,1,1,0
1049777,4,1,1,1,1,1,0
1049789,5,1,1,0,1,1,0
1049792,3,1,0,0,1,1,0
1049809,3,1,0,0,1,1,0
1049811,6,1,1,1,1,1,1
1049827,6,1,0,1,1,0,0
1049830,5,1,0,1,1,1,0
1049848,5,1,0,1,1,0,0
1049853,3,0,0,0,1,0,0
1049866,4,1,0,0,1,1,0
1049875,5,1,0,1,1,1,0
1049882,4,0,1,0,1,0,1
1049894,2,1,0,0,1,0,0
1049907,6,1,1,1,1,1,0
1049918,6,1,0,1,1,1,0
1049929,4,0,1,1,1,1,0
1049941,3,1,0,0,1,1,0
1049952,2,0,1,0,0,0,0
1049965,3,1,0,0,0,1,0
1049976,2,1,1,0,1,1,0
1049983,4,1,0,1,1,0,1
1049990,4,1,0,0,1,1,0
1050004,3,1,1,1,1,1,0
1050019,3,1,1,0,1,1,0
1050028,5,1,0,0,1,1,0
1050037,2,1,0,0,1,1,0
1050043,2,1,1,1,1,0,0
1050055,3,1,0,0,0,0,0
1050062,3,1,1,0,0,0,0
1050070,4,1,0,0,1,1,0
1050081,6,1,1,1,1,0,0
1050096,3,1,1,0,1,1,1
1050107,4,0,0,1,1,0,0
1050118,6,1,0,1,1,0,0
1050129,3,0,0,0,0,0,0
1050134,1,0,1,0,0,0,0
1050141,5,1,0,1,1,1,0
1050152,6,1,0,1,1,0,0
1050165,4,1,1,1,1,1,0
1050176,4,1,0,0,1,1,0
1050183,4,1,0,0,1,1,0
1050190,3,1,0,0,1,0,0
1050202,4,1,0,0,1,0,0
1050216,6,1,1,1,1,1,1
1050225,6,1,1,1,1,0,1
1050233,6,1,1,1,1,1,0
1050240,5,1,0,1,1,0,0
1050257,5,1,0,1,1,0,0
1050269,6,1,0,0,1,1,0
1050278,5,1,1,1,1,0,0
1050284,5,1,0,0,1,1,0
1050291,6,1,0,0,0,1,0
1050305,5,1,1,1,1,0,0
1050310,4,1,1,0,1,1,0
1050322,1,0,0,0,1,0,0
1050331,3,1,0,1,1,0,0
1050346,5,1,0,1,1,0,0
1050354,2,1,1,1,1,0,0
1050368,5,1,0,0,1,1,0
1050379,5,1,1,1,1,1,0
1050387,5,1,1,1,1,0,0
1050393,5,1,0,0,1,0,0
1050400,5,1,0,0,1,0,0
1050417,6,1,1,1,1,1,0
1050421,1,0,0,0,1,0,0
1050439,4,1,1,0,1,1,0
1050442,3,1,0,0,1,1,0
1050456,6,1,1,1,1,1,1
1050463,2,0,1,0,1,0,0
1050474,1,0,0,0,0,0,0
1050488,4,1,1,1,1,0,1
1050495,3,1,0,0,1,1,0
1050508,3,1,0,0,1,0,0
1050513,5,1,1,0,1,1,0
1050524,5,1,0,1,1,0,0
1050536,5,1,1,0,1,1,1
1050549,3,0,1,0,1,0,0
1050551,3,1,0,0,1,0,0
1050560,3,0,1,1,1,0,0
1050572,5,1,1,1,1,1,0
1050585,5,1,0,1,1,0,0
1050597,4,1,0,0,1,1,0
1050609,4,0,1,0,1,1,0
1050611,4,1,0,1,1,0,0
1050627,3,1,0,0,0,0,0
1050630,2,1,0,0,0,0,0
1050648,2,1,0,0,1,1,0
1050653,3,1,0,0,1,1,0
1050666,6,1,1,1,1,0,1
1050675,5,1,0,1,1,0,0
1050682,6,1,0,1,1,0,0
1050694,5,1,0,0,1,0,0
1050701,4,1,1,1,1,1,1
1050712,3,0,0,0,1,0,0
1050720,4,1,0,0,0,0,0
1050735,5,1,0,0,0,0,0
1050747,6,1,1,1,1,1,0
1050758,6,1,1,0,1,1,0
1050764,3,1,1,1,1,0,0
1050773,4,1,0,0,1,1,0
1050786,4,1,0,1,1,1,0
1050799,3,1,0,1,1,0,0
1050806,3,1,0,0,1,0,0
1050814,5,1,1,0,1,1,0
1050823,5,1,0,1,1,0,0
1050838,5,1,1,0,1,1,0
1050845,5,1,0,1,1,0,0
1050850,4,1,0,0,1,1,0
1050861,6,1,1,1,1,1,0
1050877,6,1,1,1,1,1,0
1050889,4,1,1,1,1,1,0
1050892,5,0,1,0,1,1,0
1050903,3,1,0,1,1,0,0
1050915,2,0,0,0,1,1,0
1050926,6,1,0,1,1,0,0
1050932,5,1,0,1,1,0,0
1050944,5,1,0,0,1,0,0
1050959,4,1,1,1,1,0,0
1050967,5,1,1,0,1,1,0
1050971,1,1,0,0,0,0,0
1050980,3,1,1,1,1,1,0
1050998,6,1,0,1,1,0,1
1051001,6,1,1,0,1,1,0
1051012,5,1,1,0,1,1,0
1051020,1,1,0,0,0,0,0
1051035,4,0,1,1,1,0,0
1051047,4,1,0,1,1,0,0
1051058,4,0,0,1,1,0,0
1051064,4,1,1,1,1,0,0
1051073,5,1,1,1,1,1,0
1051086,6,1,1,1,1,1,1
1051099,5,0,1,0,1,1,1
1051105,5,1,1,1,1,0,0
1051110,4,1,0,0,1,0,0
1051122,6,1,0,1,1,0,0
1051131,3,0,0,0,1,0,0
1051146,6,1,0,1,1,1,0
1051154,3,0,0,0,1,0,0
1051168,3,1,0,0,0,0,0
1051179,4,1,1,1,1,0,0
1051187,6,1,1,1,1,1,0
1051193,4,0,0,0,1,0,0
1051204,3,1,0,0,1,1,0
1051219,6,1,1,1,1,1,0
1051228,2,1,0,0,1,1,0
1051237,5,1,0,1,1,1,0
1051243,5,1,0,1,1,1,0
1051255,5,1,1,1,1,1,0
1051262,4,0,0,0,1,1,0
1051270,5,0,0,1,1,1,1
1051281,5,1,1,1,1,0,1
1051296,5,1,1,0,1,1,0
1051308,6,1,1,1,1,1,0
1051313,6,1,1,1,1,1,0
1051324,4,1,1,1,1,1,0
1051336,3,1,0,0,1,0,0
1051349,5,1,1,1,1,1,0
1051351,5,1,0,0,1,0,0
1051360,5,1,0,1,1,1,0
1051372,6,1,0,1,1,0,0
1051385,6,1,0,1,1,1,0
1051397,6,1,0,1,1,0,1
1051403,5,1,0,0,1,0,0
1051415,4,1,1,1,1,0,1
1051426,1,1,0,0,0,0,0
1051432,4,0,0,0,1,1,0
1051444,5,1,1,0,1,0,0
1051459,4,1,0,0,1,0,0
1051467,3,0,0,0,1,1,0
1051471,5,1,1,0,1,1,0
1051480,3,1,1,0,1,1,0
1051498,4,1,0,0,1,1,0
1051500,3,1,0,0,0,0,0
1051517,6,1,1,1,1,0,0
1051521,3,0,0,0,1,1,0
1051539,5,1,0,1,1,0,1
1051542,3,0,1,0,0,0,0
1051556,3,0,0,0,1,0,0
1051563,3,1,0,0,0,0,0
1051574,4,1,1,0,1,1,1
1051588,3,1,0,1,1,0,0
1051595,3,1,0,0,1,0,0
1051602,4,1,0,1,1,0,0
1051616,3,0,0,0,1,0,0
1051625,6,1,0,1,1,1,0
1051633,4,0,1,0,0,0,0
1051640,3,0,0,0,1,1,0
1051657,3,1,0,0,1,1,0
1051669,4,1,1,1,1,1,0
1051678,5,1,1,1,1,1,0
1051684,4,1,0,0,1,1,0
1051691,4,1,1,1,1,0,0
1051706,4,1,0,0,1,0,0
1051714,4,0,0,1,1,0,0
1051723,3,1,0,0,0,0,0
1051738,4,1,1,1,1,0,0
1051745,6,0,1,0,1,1,1
1051750,6,1,0,1,1,0,0
1051761,1,0,0,0,0,0,0
1051777,5,0,1,0,1,0,0
1051789,4,1,1,0,1,1,0
1051792,4,1,0,0,1,0,0
1051809,5,1,0,1,1,0,0
1051811,5,1,0,1,1,1,0
1051827,5,1,1,1,1,0,0
1051830,4,1,0,0,1,1,0
1051848,4,1,1,0,1,1,0
1051853,6,1,1,1,1,1,0
1051866,4,0,1,0,1,1,0
1051875,4,1,1,0,1,0,0
1051882,4,0,1,0,1,0,0
1051894,6,1,1,0,1,0,0
1051907,5,1,1,1,1,0,1
1051918,4,1,1,1,1,0,1
1051929,1,1,0,0,0,0,0
1051934,6,1,1,1,1,1,0
1051941,6,1,1,1,1,1,1
1051952,6,1,1,1,1,1,0
1051965,5,1,1,0,1,1,0
1051976,5,1,0,1,1,0,0
1051983,3,1,0,0,1,0,0
1051990,4,1,0,0,1,0,0
1052005,4,1,1,1,1,1,0
1052010,4,1,0,0,1,0,0
1052022,6,1,1,1,1,0,1
1052031,4,1,0,0,0,1,0
1052046,6,1,1,1,1,1,0
1052054,4,1,1,0,1,0,0
1052068,3,1,0,0,1,1,0
1052079,4,1,1,1,1,1,0
1052087,6,1,1,1,1,1,0
1052093,1,1,0,0,1,0,0
1052101,2,0,0,0,0,0,0
1052112,5,0,1,1,1,0,1
1052120,1,1,0,1,1,1,0
1052135,5,1,1,1,1,1,0
1052147,3,1,1,0,1,1,0
1052158,5,1,0,1,1,0,0
1052164,5,1,0,1,1,0,0
1052173,4,1,1,1,1,1,0
1052186,6,1,1,1,1,1,1
1052199,6,1,0,1,1,0,0
1052208,5,1,0,0,1,1,0
1052213,5,1,0,1,1,0,1
1052224,6,1,1,1,1,1,0
1052236,5,0,1,0,1,1,0
1052249,3,1,0,0,1,1,0
1052251,3,0,1,0,1,0,0
1052260,4,1,0,0,1,0,0
1052272,3,1,1,1,0,0,0
1052285,5,0,0,1,1,0,1
1052297,3,1,0,0,1,1,0
1052304,6,1,0,1,1,0,0
1052319,4,1,1,1,1,1,0
1052328,5,1,1,0,1,1,0
1052337,5,1,0,1,1,0,0
1052343,4,1,0,0,1,1,0
1052355,4,1,1,0,0,0,0
1052362,5,1,0,1,1,1,0
1052370,4,1,1,0,1,0,0
1052381,4,1,0,0,1,0,0
1052396,2,0,0,0,1,0,0
1052409,3,1,1,0,0,0,0
1052411,1,0,0,0,1,0,0
1052427,5,1,1,1,1,1,1
1052430,5,1,1,1,1,1,0
1052448,3,1,0,0,0,0,0
1052453,4,1,1,0,1,0,0
1052466,4,0,1,0,1,1,0
1052475,5,1,1,0,1,0,0
1052482,5,1,0,0,1,0,0
1052494,5,0,1,1,1,0,1
1052502,4,1,0,0,1,1,0
1052516,3,1,1,0,1,0,0
1052525,5,1,1,1,1,0,1
1052533,5,1,1,0,1,1,0
1052540,5,1,0,1,1,1,0
1052557,5,1,0,1,1,1,0
1052569,4,1,0,1,1,0,1
1052578,4,0,1,1,1,0,0
1052584,5,1,1,1,1,1,0
1052591,3,1,1,1,1,1,0
1052600,3,1,0,0,1,1,0
1052617,4,1,1,1,1,1,0
1052621,5,1,1,1,1,1,0
1052639,3,1,0,0,1,1,0
1052642,4,1,1,1,1,0,0
1052656,4,1,0,1,1,0,0
1052663,3,1,0,0,1,1,0
1052674,6,1,0,1,1,1,0
1052688,2,0,0,1,1,0,0
1052695,5,1,1,0,1,1,0
1052707,1,1,0,0,1,1,0
1052718,3,1,0,0,1,1,0
1052729,4,0,1,1,1,1,0
1052734,5,1,1,1,1,1,0
1052741,4,1,0,0,1,1,0
1052752,3,1,0,0,1,0,0
1052765,3,1,0,0,0,0,0
1052776,4,1,1,1,1,0,1
1052783,4,1,0,1,1,1,0
1052790,5,1,1,1,1,1,0
1052803,3,1,1,0,0,0,0
1052815,3,0,0,0,1,0,0
1052826,5,1,1,0,1,1,0
1052832,6,1,1,1,1,1,1
1052844,5,1,0,1,1,0,0
1052859,2,0,1,1,1,0,0
1052867,6,1,0,1,1,0,1
1052871,4,0,1,1,1,1,0
1052880,5,1,1,1,1,1,0
1052898,5,1,1,1,1,0,0
1052906,5,0,1,0,1,1,0
1052914,4,1,0,0,1,1,0
1052923,5,1,1,1,1,1,0
1052938,6,1,1,1,1,1,1
1052945,4,1,0,0,1,1,0
1052950,4,1,1,0,1,1,0
1052961,4,0,1,1,1,1,0
1052977,6,0,1,1,1,1,0
1052989,4,1,0,0,1,1,0
1052992,5,1,1,0,1,0,1
1053009,3,0,0,0,1,0,0
1053011,4,1,1,1,1,1,0
1053027,6,1,1,1,1,1,0
1053030,4,1,1,1,1,1,0
1053048,5,1,1,0,1,1,0
1053053,3,1,1,0,1,1,0
1053066,4,1,0,0,0,1,0
1053075,6,1,0,1,1,0,1
1053082,5,1,1,0,1,1,0
1053094,3,1,0,0,1,1,0
1053100,3,1,0,0,1,0,0
1053117,4,1,0,0,0,0,0
1053121,6,1,1,0,1,1,0
1053139,2,0,1,0,1,0,0
1053142,6,1,0,0,1,1,1
1053156,4,0,0,0,1,1,0
1053163,5,1,0,0,1,1,0
1053174,4,1,0,1,1,0,0
1053188,2,0,0,0,0,0,0
1053195,6,1,0,1,1,0,0
1053206,6,0,1,1,1,1,0
1053214,6,1,1,1,1,1,0
1053223,4,1,0,1,1,0,0
1053238,5,1,1,1,1,1,0
1053245,6,1,0,1,1,1,0
1053250,3,0,0,1,1,0,0
1053261,2,1,1,0,1,0,0
1053277,6,1,1,1,1,1,0
1053289,5,1,0,1,1,0,0
1053292,2,0,0,0,1,0,0
1053303,4,1,0,1,1,1,1
1053315,4,1,1,0,0,0,0
1053326,2,1,0,1,1,0,0
1053332,4,1,1,1,1,1,0
1053344,4,1,0,0,1,1,1
1053359,5,1,0,0,1,1,0
1053367,3,1,1,1,0,1,0
1053371,4,1,1,0,1,1,0
1053380,5,1,1,1,1,1,0
1053398,4,1,1,1,1,0,0
1053405,6,1,0,1,1,0,1
1053410,5,1,0,1,1,0,0
1053422,4,1,0,1,1,1,0
1053431,4,1,1,1,1,1,0
1053446,3,1,0,0,0,0,0
1053454,6,1,1,1,1,1,0
1053468,3,0,0,0,1,0,0
1053479,4,1,1,0,1,1,0
1053487,4,1,0,0,1,1,1
1053493,3,1,0,0,1,0,0
1053507,5,1,1,1,1,1,0
1053518,5,1,1,0,1,1,0
1053529,3,0,0,0,1,1,0
1053534,3,1,1,1,0,0,0
1053541,4,1,0,0,1,1,0
1053552,2,1,0,0,0,0,0
1053565,5,1,0,0,1,1,0
1053576,1,0,0,0,1,1,0
1053583,5,1,0,1,1,0,0
1053590,4,1,0,0,1,1,0
1053601,6,1,0,1,1,0,0
1053612,4,1,1,0,1,1,0
1053620,2,0,0,0,0,1,0
1053635,4,1,0,1,1,0,0
1053647,5,1,0,1,1,0,0
1053658,3,0,0,0,0,1,0
1053664,6,1,1,1,1,0,0
1053673,3,1,0,0,1,1,0
1053686,5,1,1,1,1,1,0
1053699,4,1,0,1,1,0,0
1053702,4,0,0,0,1,1,0
1053716,6,1,0,1,1,1,0
1053725,4,1,0,0,0,0,0
1053733,4,1,0,0,1,0,0
1053740,4,0,1,0,1,1,0
1053757,3,1,0,0,1,1,0
1053769,5,1,1,0,1,1,0
1053778,3,0,0,0,1,0,0
1053784,4,1,1,0,1,0,0
1053791,3,0,1,0,1,1,0
1053804,3,0,0,1,1,1,0
1053819,5,1,0,0,1,0,0
1053828,3,1,0,0,1,1,0
1053837,3,1,0,0,1,0,0
1053843,4,1,0,1,1,0,0
1053855,5,1,1,1,1,1,0
1053862,2,1,0,0,1,1,0
1053870,2,0,0,0,0,0,0
1053881,3,1,0,0,1,1,0
1053896,5,0,0,0,1,1,0
1053908,4,0,0,0,1,1,0
1053913,5,1,1,1,1,0,1
1053924,4,1,0,1,1,0,0
1053936,3,0,0,1,1,1,0
1053949,3,1,0,0,1,1,0
1053951,5,1,1,1,1,1,0
1053960,4,0,1,1,1,1,0
1053972,4,0,1,0,1,0,0
1053985,6,1,1,1,1,1,0
1053997,6,1,0,1,1,0,0
1054007,2,0,1,0,0,0,0
1054018,6,0,1,0,0,0,0
1054029,6,1,0,1,1,1,0
1054034,4,1,0,0,1,1,0
1054041,6,1,0,1,1,1,0
1054052,4,1,0,1,1,0,1
1054065,6,1,1,1,1,0,1
1054076,4,0,1,1,1,1,1
1054083,3,1,0,0,1,1,0
1054090,5,1,0,1,1,0,0
1054104,6,1,1,1,1,1,0
1054119,4,1,1,1,1,1,0
1054128,2,1,0,0,1,0,0
1054137,3,1,1,1,1,0,0
1054143,5,1,1,1,1,0,1
1054155,4,0,0,0,1,1,0
1054162,3,1,0,0,1,0,0
1054170,3,1,0,0,0,0,0
1054181,4,1,1,1,1,1,0
1054196,5,1,1,1,1,1,0
1054205,5,1,1,0,1,1,0
1054210,4,1,0,0,0,1,0
1054222,6,1,1,1,1,1,0
1054231,1,1,0,0,1,0,0
1054246,5,1,0,1,1,0,0
1054254,4,1,0,0,1,1,0
1054268,5,1,1,0,1,0,0
1054279,4,1,0,0,1,0,0
1054287,3,1,0,1,1,0,0
1054293,4,1,0,0,1,0,0
1054302,4,1,1,0,1,1,1
1054316,2,0,0,0,1,1,0
1054325,3,1,0,0,1,1,0
1054333,2,0,0,0,1,1,0
1054340,4,0,0,0,1,0,0
1054357,6,1,0,1,1,0,1
1054369,4,1,0,0,1,1,0
1054378,3,1,0,0,1,0,0
1054384,3,1,0,0,1,0,0
1054391,6,1,1,1,1,0,0
1054406,4,1,1,1,1,1,0
1054414,4,1,0,1,1,1,0
1054423,6,1,1,1,1,1,0
1054438,5,1,1,0,1,1,1
1054445,6,1,1,1,1,1,1
1054450,3,1,1,0,1,1,0
1054461,5,1,1,1,1,1,0
1054477,3,0,0,0,1,0,0
1054489,4,1,1,1,1,1,0
1054492,5,1,1,0,1,1,0
1054509,6,1,0,1,1,0,1
1054511,4,1,0,1,1,1,0
1054527,6,1,1,1,1,1,0
1054530,3,0,1,1,0,0,0
1054548,4,0,0,0,1,1,0
1054553,6,1,0,1,1,1,0
1054566,3,1,0,0,0,0,0
1054575,4,1,1,1,0,0,0
1054582,3,0,0,0,1,0,0
1054594,5,1,0,1,1,1,0
1054608,2,0,0,1,1,1,0
1054613,3,1,0,0,1,1,0
1054624,4,1,1,1,1,1,0
1054636,3,0,0,0,1,0,0
1054649,6,1,0,0,1,1,0
1054651,4,1,1,1,1,1,0
1054660,5,1,0,1,1,1,0
1054672,4,0,0,0,1,1,0
1054685,3,1,1,0,1,1,0
1054697,5,1,0,1,1,0,0
1054703,6,1,1,1,1,0,0
1054715,4,1,0,0,1,1,0
1054726,5,1,1,1,1,0,0
1054732,5,1,0,1,1,1,0
1054744,4,1,0,1,1,0,0
1054759,5,1,0,0,1,0,0
1054767,4,1,1,1,1,0,0
1054771,2,1,1,0,1,0,0
1054780,5,1,0,1,1,1,0
1054798,6,1,0,1,1,1,0
1054800,6,1,0,1,1,1,0
1054817,6,1,1,1,1,1,0
1054821,3,1,0,0,1,1,0
1054839,4,1,0,0,1,0,1
1054842,1,0,0,0,0,0,0
1054856,4,1,1,0,1,1,0
1054863,5,1,1,1,1,1,0
1054874,3,1,0,0,1,1,0
1054888,2,1,0,0,0,0,0
1054895,5,1,1,1,1,1,0
1054901,5,1,1,0,1,0,0
1054912,2,0,0,0,1,1,0
1054920,4,1,0,0,0,1,0
1054935,3,0,1,0,1,0,0
1054947,5,1,0,0,1,1,0
1054958,4,1,1,1,1,1,0
1054964,5,1,1,1,1,1,0
1054973,5,1,1,1,1,1,0
1054986,4,1,1,0,1,1,0
1054999,4,1,1,1,1,0,0
1055003,6,1,0,1,1,1,0
1055015,5,1,1,1,1,1,1
1055026,4,1,0,0,1,1,0
1055032,5,1,0,1,0,0,0
1055044,3,1,1,0,1,0,0
1055059,2,1,0,0,1,1,0
1055067,3,1,0,0,0,1,0
1055071,5,1,1,1,1,1,0
1055080,3,1,1,1,1,0,0
1055098,3,1,0,0,0,0,0
1055102,4,1,1,0,1,1,0
1055116,3,0,0,1,1,0,0
1055125,4,1,0,1,1,0,0
1055133,3,0,0,0,0,0,0
1055140,6,1,0,1,1,0,0
1055157,4,1,1,0,1,1,0
1055169,4,1,1,1,1,1,0
1055178,4,0,1,0,1,1,0
1055184,4,1,0,0,1,1,0
1055191,5,1,0,1,1,1,1
1055207,6,0,1,0,1,1,0
1055218,3,0,0,0,1,1,0
1055229,2,0,0,0,1,0,0
1055234,5,1,0,1,1,1,0
1055241,4,1,1,0,1,1,0
1055252,5,1,0,0,1,1,0
1055265,5,1,1,1,1,1,0
1055276,6,1,0,1,1,1,0
1055283,3,0,0,1,1,0,0
1055290,5,1,1,1,1,0,1
1055309,2,1,1,0,1,1,0
1055311,5,1,0,1,1,0,1
1055327,5,1,1,0,1,1,0
1055330,5,1,0,1,1,1,0
1055348,3,0,0,1,1,0,0
1055353,5,1,0,0,1,0,0
1055366,4,0,1,0,1,1,0
1055375,4,0,0,0,1,1,0
1055382,5,1,1,1,1,1,0
1055394,2,1,1,1,1,0,0
1055401,5,1,1,1,1,1,0
1055412,4,1,0,1,1,0,0
1055420,5,1,1,1,1,0,0
1055435,3,1,0,0,1,0,0
1055447,5,1,0,0,1,1,0
1055458,6,1,1,1,1,1,1
1055464,5,1,1,0,1,1,0
1055473,3,1,0,0,0,0,0
1055486,3,0,1,0,0,0,0
1055499,6,1,0,1,1,1,0
1055506,1,0,1,0,1,0,0
1055514,5,1,1,0,1,1,0
1055523,4,0,0,1,1,0,0
1055538,6,1,1,1,1,1,0
1055545,6,1,1,1,1,1,0
1055550,5,0,0,1,1,0,0
1055561,5,1,1,1,1,0,0
1055577,4,1,1,1,0,1,0
1055589,4,1,0,0,1,0,0
1055592,3,1,1,0,1,0,0
1055605,5,1,0,1,1,0,1
1055610,5,1,1,1,1,1,0
1055622,4,0,0,1,1,0,0
1055631,5,1,1,0,1,1,0
1055646,6,1,1,1,1,1,0
1055654,3,1,0,1,1,0,1
1055668,3,1,0,0,0,0,0
1055679,2,1,0,0,0,0,0
1055687,4,1,1,1,1,1,0
1055693,3,0,0,0,1,0,0
1055700,5,1,1,1,1,0,0
1055717,6,1,0,1,1,0,1
1055721,6,1,1,1,1,1,0
1055739,4,1,0,1,1,0,1
1055742,4,1,0,0,1,1,0
1055756,3,1,0,0,1,1,0
1055763,4,0,0,0,1,1,0
1055774,5,1,0,0,1,0,0
1055788,4,1,0,0,1,0,0
1055795,2,1,0,0,1,0,0
1055808,6,1,1,1,1,1,1
1055813,5,1,1,0,1,1,0
1055824,5,1,1,1,1,1,0
1055836,2,1,0,0,1,0,0
1055849,4,1,0,0,1,0,0
1055851,3,1,0,0,1,1,0
1055860,5,1,0,0,1,1,0
1055872,3,1,0,0,1,0,0
1055885,3,1,0,1,1,0,0
1055897,4,0,0,1,1,0,0
1055904,5,1,1,1,1,1,0
1055919,4,0,1,1,1,1,0
1055928,5,1,1,1,1,1,0
1055937,6,0,0,0,1,1,1
1055943,4,1,0,0,1,1,0
1055955,5,1,1,1,1,0,0
1055962,6,1,0,0,1,0,0
1055970,4,1,1,0,0,1,0
1055981,3,0,0,0,1,0,0
1055996,4,1,0,1,1,1,0
1056000,5,1,0,0,1,1,0
1056017,6,1,1,1,1,0,1
1056021,6,1,1,1,1,1,0
1056039,6,1,1,1,1,1,0
1056042,5,1,0,0,1,1,0
1056056,5,1,0,0,1,0,0
1056063,5,1,0,0,1,0,0
1056074,4,1,0,1,1,0,0
1056088,6,1,1,1,1,0,0
1056095,4,1,1,1,1,0,0
1056109,4,1,1,1,0,0,0
1056111,1,1,1,0,0,0,0
1056127,5,1,1,1,1,1,0
1056130,6,1,1,1,1,1,0
1056148,3,1,0,0,1,1,0
1056153,6,1,0,1,1,0,0
1056166,4,0,0,0,1,1,0
